ID_code,lgbm_predict_prob,lgbm_predict
test_0,0.04118195087089949,0
test_1,0.2147734635127976,0
test_2,0.18033864597632848,0
test_3,0.17430767413095746,0
test_4,0.04777732264868561,0
test_5,0.0014618762375777498,0
test_6,0.010108717820466642,0
test_7,0.09318201380792593,0
test_8,0.0016706981148510984,0
test_9,0.0050623597667599435,0
test_10,0.12312854646654459,0
test_11,0.02706018670962828,0
test_12,0.06341605718218989,0
test_13,0.031490321402482514,0
test_14,0.009664917890210494,0
test_15,0.05393808699554537,0
test_16,0.348621785704048,0
test_17,0.03233268397154349,0
test_18,0.290891088884491,0
test_19,0.008371092835739231,0
test_20,0.2509662403751275,0
test_21,0.07656303994761877,0
test_22,0.008787654179692345,0
test_23,0.03439243732170832,0
test_24,0.013038842380688183,0
test_25,0.09077271642080827,0
test_26,0.07171699866033829,0
test_27,0.014660824581813309,0
test_28,0.4077563915022725,0
test_29,0.09591491901986773,0
test_30,0.047258343579722514,0
test_31,0.05427983631593924,0
test_32,0.5002841156667318,1
test_33,0.270037140604656,0
test_34,0.01754973606873837,0
test_35,0.03111886292344763,0
test_36,0.015151208232670322,0
test_37,0.006605739094992972,0
test_38,0.006499434202478005,0
test_39,0.012137671075025582,0
test_40,0.061143852667924194,0
test_41,0.0024775287553329205,0
test_42,0.016050049531298162,0
test_43,0.008143066083541588,0
test_44,0.022970315208226882,0
test_45,0.06791663910423953,0
test_46,0.01345690285652314,0
test_47,0.04303182299567245,0
test_48,0.006627476533517401,0
test_49,0.0332084873894732,0
test_50,0.05992550391837734,0
test_51,0.019445035099364443,0
test_52,0.009366148651796477,0
test_53,0.043117586486383516,0
test_54,0.024136682572737097,0
test_55,0.05926194655170478,0
test_56,0.08046054838083169,0
test_57,0.001710297370424754,0
test_58,0.08486372321765627,0
test_59,0.04688224844765399,0
test_60,0.03323711865345627,0
test_61,0.11203291695747027,0
test_62,0.053329515386480196,0
test_63,0.023389439156061675,0
test_64,0.02967283710746088,0
test_65,0.05341761272998501,0
test_66,0.005906174237117811,0
test_67,0.10493124835531305,0
test_68,0.021577502996000433,0
test_69,0.0015579243281155046,0
test_70,0.07792263733753815,0
test_71,0.08508103748526685,0
test_72,0.09265709957856348,0
test_73,0.21402744217255684,0
test_74,0.02250107997401136,0
test_75,0.014591012458531965,0
test_76,0.013127131789694031,0
test_77,0.024834414669909002,0
test_78,0.002033858616787462,0
test_79,0.05665022816225486,0
test_80,0.13511303824617327,0
test_81,0.011217628090339483,0
test_82,0.05141353568991138,0
test_83,0.01484902523882889,0
test_84,0.7093421641325943,1
test_85,0.003605987767120753,0
test_86,0.03404240785471706,0
test_87,0.14153603136127904,0
test_88,0.13319397584224515,0
test_89,0.009880567885877418,0
test_90,0.1581673921973239,0
test_91,0.031170428480022397,0
test_92,0.006594593766935494,0
test_93,0.10913073445571331,0
test_94,0.003380351825951469,0
test_95,0.18772395192644858,0
test_96,0.011607261658570915,0
test_97,0.011968307478286014,0
test_98,0.03377721424042544,0
test_99,0.008681502654002155,0
test_100,0.07339368975721142,0
test_101,0.002368961208859457,0
test_102,0.0032406491374394023,0
test_103,0.012306933561917534,0
test_104,0.03322827795265595,0
test_105,0.10459580071632663,0
test_106,0.06082579191491661,0
test_107,0.025790021107747637,0
test_108,0.1124754150811319,0
test_109,0.03438702903809647,0
test_110,0.3110201147434299,0
test_111,0.1261203185294904,0
test_112,0.11165656346518936,0
test_113,0.006467019877489184,0
test_114,0.046017153712608186,0
test_115,0.01942159066645574,0
test_116,0.008756549833142528,0
test_117,0.0034000659858944692,0
test_118,0.03258888291454069,0
test_119,0.004437401583440333,0
test_120,0.013310409444690564,0
test_121,0.409374904680655,0
test_122,0.000306718207549329,0
test_123,0.027844337911626094,0
test_124,0.03711059918175559,0
test_125,0.025315954910816472,0
test_126,0.06438647794595304,0
test_127,0.011317087045897518,0
test_128,0.0212597660648019,0
test_129,0.022456980790289682,0
test_130,0.009721162890686441,0
test_131,0.17063337412146498,0
test_132,0.025606914155769513,0
test_133,0.0042723072860194064,0
test_134,0.0023332518301621835,0
test_135,0.004324133115601194,0
test_136,0.09256645274687866,0
test_137,0.022889944912526047,0
test_138,0.5350322484105734,1
test_139,0.1127546094141726,0
test_140,0.07106724137138797,0
test_141,0.061030932562953236,0
test_142,0.06345898264872345,0
test_143,0.003105167242597046,0
test_144,0.04443981689243354,0
test_145,0.012186367837969416,0
test_146,0.0032265448790611876,0
test_147,0.0037956836250896417,0
test_148,0.3170919707482325,0
test_149,0.011472752413579028,0
test_150,0.010934882171423561,0
test_151,0.08085472429698166,0
test_152,0.013255712544698357,0
test_153,0.3080947704337441,0
test_154,0.18377971407547034,0
test_155,0.017325352524494703,0
test_156,0.024712087577641578,0
test_157,0.0038077398193392745,0
test_158,0.009215416598787513,0
test_159,0.024862922552302918,0
test_160,0.006994921721081483,0
test_161,0.2141301708222512,0
test_162,0.2257533782330243,0
test_163,0.018768241610403715,0
test_164,0.35856004609234854,0
test_165,0.030699111106968123,0
test_166,0.11535867955022691,0
test_167,0.024321334541645596,0
test_168,0.002678575368114603,0
test_169,0.006425652257345379,0
test_170,0.08576607113704166,0
test_171,0.5374425621060449,1
test_172,0.012487927802576203,0
test_173,0.14918877176121995,0
test_174,0.03767951942241665,0
test_175,0.01774690723626094,0
test_176,0.23841406561580192,0
test_177,0.01798966143351391,0
test_178,0.013877564987731066,0
test_179,0.11948727647573033,0
test_180,0.003083599183077698,0
test_181,0.0086649046971924,0
test_182,0.12437400848890842,0
test_183,0.011750745391970645,0
test_184,0.06945741607178849,0
test_185,0.0021656861038328677,0
test_186,0.020134995194346906,0
test_187,0.11749140319801703,0
test_188,0.009142492557038966,0
test_189,0.010059900047602398,0
test_190,0.14334888013154487,0
test_191,0.003698808337353105,0
test_192,0.07611127034706831,0
test_193,0.007972573654578282,0
test_194,0.014113031408578757,0
test_195,0.05873298916756673,0
test_196,0.00737406352467092,0
test_197,0.06540879565295046,0
test_198,0.008153442240077004,0
test_199,0.05115417000798637,0
test_200,0.02533724937814013,0
test_201,0.12711850338560626,0
test_202,0.016257351361988994,0
test_203,0.017200679834776925,0
test_204,0.008689026547925156,0
test_205,0.0227657711748661,0
test_206,0.04505566303251642,0
test_207,0.003172418028018479,0
test_208,0.05439566426015143,0
test_209,0.013849651431545295,0
test_210,0.004225715483604543,0
test_211,0.12222959680712972,0
test_212,0.09971187616577838,0
test_213,0.014864412561804784,0
test_214,0.07113039279380697,0
test_215,0.40188266024718,0
test_216,0.009854189334413574,0
test_217,0.7189200750020358,1
test_218,0.06581160697073994,0
test_219,0.024652417126760386,0
test_220,0.0895032467323153,0
test_221,0.0019706445670259823,0
test_222,0.06273883241710193,0
test_223,0.19697508167237604,0
test_224,0.005630442574934048,0
test_225,0.003072812137150223,0
test_226,0.009363391947298363,0
test_227,0.010892239008437067,0
test_228,0.03534292047671767,0
test_229,0.015101257388289404,0
test_230,0.011268569239824212,0
test_231,0.03677285679969494,0
test_232,0.008554462316437743,0
test_233,0.17444466469336525,0
test_234,0.008820620406421441,0
test_235,0.019795271716225513,0
test_236,0.0954919977086646,0
test_237,0.04170019429814101,0
test_238,0.012296020654574908,0
test_239,0.21872470189557908,0
test_240,0.04317806708123647,0
test_241,0.15334511246322532,0
test_242,0.021680912445127792,0
test_243,0.0018260976322384912,0
test_244,0.001494306356771423,0
test_245,0.00476345262968437,0
test_246,0.015006558547001583,0
test_247,0.0070466924353174525,0
test_248,0.01007820125339753,0
test_249,0.13326253806310026,0
test_250,0.2109896840644172,0
test_251,0.013270334689905764,0
test_252,0.05955518359243418,0
test_253,0.10570729940807935,0
test_254,0.022138225092758625,0
test_255,0.06183734611371734,0
test_256,0.05076385765616091,0
test_257,0.0017283885706543074,0
test_258,0.05066608658313878,0
test_259,0.05667672174020166,0
test_260,0.014755624393171341,0
test_261,0.1629017491323312,0
test_262,0.010875809277561604,0
test_263,0.0049652789840063565,0
test_264,0.1620602395567989,0
test_265,0.28305797931459675,0
test_266,0.025565507833762158,0
test_267,0.06590316229526513,0
test_268,0.013920153347789623,0
test_269,0.07731895186582703,0
test_270,0.043682826782134906,0
test_271,0.1884928866247143,0
test_272,0.06309601843730772,0
test_273,0.07091572014493487,0
test_274,0.17251377201847878,0
test_275,0.005720804155503629,0
test_276,0.06094595939935381,0
test_277,0.022707146882842675,0
test_278,0.021450639491718944,0
test_279,0.04585683500560474,0
test_280,0.006689427557172223,0
test_281,0.004686159635193813,0
test_282,0.14200007252218227,0
test_283,0.006373919488859289,0
test_284,0.2740799048097593,0
test_285,0.17737446887247432,0
test_286,0.000830995526110524,0
test_287,0.04460449895467713,0
test_288,0.15708488147066121,0
test_289,0.01667364208491282,0
test_290,0.06580946188466863,0
test_291,0.006061791710552741,0
test_292,0.050574559123322115,0
test_293,0.03369149730936256,0
test_294,0.016312531799225042,0
test_295,0.007634227431183887,0
test_296,0.04087792654172918,0
test_297,0.2541053372261401,0
test_298,0.01041311925492608,0
test_299,0.06564673988724266,0
test_300,0.04632524709012739,0
test_301,0.01521819372280949,0
test_302,0.028671418064489397,0
test_303,0.03053217956852822,0
test_304,0.041904529147262344,0
test_305,0.08752133500175203,0
test_306,0.047134157956913114,0
test_307,0.15690440231866684,0
test_308,0.04597577954137522,0
test_309,0.16243946678369536,0
test_310,0.06961936473924629,0
test_311,0.0023605936362360034,0
test_312,0.12293124421928295,0
test_313,0.07427837968464499,0
test_314,0.04544104850782728,0
test_315,0.06206402305184821,0
test_316,0.008349104905509093,0
